nama_produk,kategori,nama_toko,lokasi_toko,kota,provinsi,harga,diskon,terjual,jumlah_ulasan,rating,url
GEHEL BASRENG 1 KG (Edisi Terbatas) - Makanan Ringan Cemilan Olahan Ikan,Makanan & Minuman,Gehel Snack,Bandung,Bandung,Jawa Barat,64598,10.0,1000,250,4.9,https://www.tokopedia.com/gehelsnack
basreng viral ORIGINAL asin gurih daun jeruk 1 kg (kukarasa snack),Makanan & Minuman,Kukarasa Snack,Bandung,Bandung,Jawa Barat,39500,0.0,200,80,4.8,https://www.tokopedia.com/kukasnack
BASRENG PEDAS 1 KG / BASRENG PEDAS DAUN JERUK | BASRENG VIRAL,Makanan & Minuman,Kukarasa Snack,Bandung,Bandung,Jawa Barat,39500,0.0,500,150,4.8,https://www.tokopedia.com/kukasnack/basreng-pedas-1kg
Snack Gerengseng-Basreng Stik Original Daun Jeruk 1 Kg,Makanan & Minuman,Gerengseng Snack,Tasikmalaya,Tasikmalaya,Jawa Barat,43650,15.0,100,40,4.7,https://www.tokopedia.com/gerengseng
Basreng Pedas 1kg Termurah - Pedas,Makanan & Minuman,Ud. Nusagro Store,Kota Bekasi,Bekasi,Jawa Barat,35000,0.0,50,10,4.9,https://www.tokopedia.com/nusagrostore
Hebiniyu - Basreng Pedas Daun Jeruk Kemasan Plastik 1 KG,Makanan & Minuman,Hebiniyu,Bandung,Bandung,Jawa Barat,80750,0.0,20,5,5.0,https://www.tokopedia.com/hebiniyu
Basreng Pedas Daun Jeruk Kemasan 1 Kg Rasa Mantap,Makanan & Minuman,Mantap Snack,Jakarta,Jakarta,DKI Jakarta,49000,0.0,40,15,4.6,https://www.tokopedia.com/mantapsnack
Basreng Pedas Daun Jeruk 500 Gram Sajodo Snack & Food,Makanan & Minuman,Sajodo Snack & Food,Kota Tasikmalaya,Tasikmalaya,Jawa Barat,40599,32.0,100000,3400,4.9,https://www.tokopedia.com/sajodosnackfood/basreng-pedas-daun-jeruk-500-gram-sajodo-snack-food
BASRENG PEDAS 1 KG / BASRENG PEDAS DAUN JERUK | BASRENG VIRAL - KUKARASA SNACK,Makanan & Minuman,KUKARASA SNACK,Kab. Tasikmalaya,Tasikmalaya,Jawa Barat,39500,0.0,10000,2100,4.8,https://www.tokopedia.com/kukasnack/basreng-pedas-1-kg-basreng-pedas-daun-jeruk-basreng-viral
Maicih Basreng 100gr,Makanan & Minuman,Makmur Market MH,Kota Tangerang,Tangerang,Banten,15900,0.0,100,50,5.0,https://www.tokopedia.com/makmurmarketmh/maicih-basreng-100gr
Gehel Basreng 200gr - Makanan Ringan,Makanan & Minuman,komangode,Kab. Serang,Serang,Banten,26000,0.0,500,120,4.9,https://www.tokopedia.com/komangode/gehel-basreng-200gr-makanan-ringan
Basreng 1Kg pedas daun jeruk,Makanan & Minuman,juragan basrengg,Kab. Cianjur,Cianjur,Jawa Barat,75000,0.0,1000,300,4.8,https://www.tokopedia.com/juraganbasrengg/basreng-1kg-pedas-daun-jeruk
basreng goreng pedas / original enak gurih harum daun jeruk 500gram,Makanan & Minuman,juragan basrengg,Kab. Cianjur,Cianjur,Jawa Barat,38000,0.0,2000,450,4.8,https://www.tokopedia.com/juraganbasrengg/basreng-goreng-pedas-original-enak-gurih-harum-daun-jeruk-500gram
MAICIH Keripik Basreng 80gr,Makanan & Minuman,Cendana Onlineshop,Jakarta Timur,Jakarta,DKI Jakarta,19900,21.0,100,30,5.0,https://www.tokopedia.com/cendanaonlineshop/maicih-keripik-basreng-80gr
Basreng viral original gurih daun jeruk 500 gram (kukarasa Snack),Makanan & Minuman,Kukarasa Snack,Kab. Tasikmalaya,Tasikmalaya,Jawa Barat,40000,0.0,500,100,4.7,https://www.tokopedia.com/kukasnack/basreng-viral-original-gurih-daun-jeruk-500-gram
Kartika Sari - Kerupuk Basreng VS,Makanan & Minuman,Kartika Sari Official,Kota Bandung,Bandung,Jawa Barat,36000,0.0,1000,500,4.9,https://www.tokopedia.com/kartikasari/kartika-sari-kerupuk-basreng-vs
Omiyago Snack Basreng Pedas Cemilan Kering,Makanan & Minuman,Omiyago Official,Jakarta Selatan,Jakarta,DKI Jakarta,8000,0.0,2000,800,4.8,https://www.tokopedia.com/omiyago/omiyago-snack-basreng-pedas-cemilan-kering
BASRENG PEDAS / KERIPIK BASO GORENG PEDES,Makanan & Minuman,Snack Hits,Kota Bandung,Bandung,Jawa Barat,19999,0.0,10000,2500,4.8,https://www.tokopedia.com/snackhits/basreng-pedas-keripik-baso-goreng-pedes
500GR BASRENG VIRAL DENGAN DAUN JERUK Camilan Food,Makanan & Minuman,Camilan Food,Kota Bandung,Bandung,Jawa Barat,37000,0.0,400,80,4.7,https://www.tokopedia.com/camilanfood/500gr-basreng-viral-dengan-daun-jeruk
Basreng koin pedas daun jeruk kemasan 250 gram,Makanan & Minuman,juragan basreng23,Kab. Malang,Malang,Jawa Timur,19500,0.0,1,1,4.8,https://www.tokopedia.com/juraganbasreng23/basreng-koin-pedas-daun-jeruk-kemasan-250-gram
Basreng / Bakso Goreng Level 4 (Very Hard),Makanan & Minuman,Tokopedia Official Store,Jakarta,Jakarta,DKI Jakarta,31000,0.0,500,100,4.8,https://www.tokopedia.com/search?q=basreng
"Rasa Juara - Promo Campur Semua Varian 3 Pcs Seblak, Cuankie dan Basreng",Makanan & Minuman,Rasa Juara Official,Bandung,Bandung,Jawa Barat,62000,10.0,150,45,4.7,https://www.tokopedia.com/rasajuara/promo-campur-3pcs
Kartika Sari - Kerupuk Basreng VS,Makanan & Minuman,Kartika Sari Official,Bandung,Bandung,Jawa Barat,36000,0.0,1000,120,5.0,https://www.tokopedia.com/kartikasari/kerupuk-basreng-vs
BASRENG PEDAS / KERIPIK BASO GORENG PEDES / KRIPIK BASKO BALADO,Makanan & Minuman,Cemilan Hits Bandung,Bandung,Bandung,Jawa Barat,19999,5.0,2000,250,4.6,https://www.tokopedia.com/search?q=basreng+pedas
Omiyago Snack Basreng Pedas Cemilan Kering,Makanan & Minuman,Omiyago,Jakarta Selatan,Jakarta,DKI Jakarta,8000,0.0,500,60,4.8,https://www.tokopedia.com/omiyago/snack-basreng-pedas
Basreng Pedas Daun Jeruk Bakso Goreng - 100gr,Makanan & Minuman,Bandar Basreng,Tangerang,Tangerang,Banten,25000,0.0,51,2,5.0,https://www.tokopedia.com/bandarbasreng/basreng-pedas-daun-jeruk-100gr
Bandar Basreng Pedas Cikruh Keripik Baso Goreng Renyah Gurih Nyakrek - 500gr,Makanan & Minuman,Bandar Basreng,Tangerang,Tangerang,Banten,50000,0.0,20,5,5.0,https://www.tokopedia.com/bandarbasreng/basreng-pedas-cikruh-500gr
Bandar Basreng Pedas Cikruh Keripik Baso Goreng Renyah Gurih Nyakrek - 250gr,Makanan & Minuman,Bandar Basreng,Tangerang,Tangerang,Banten,35000,0.0,40,10,4.9,https://www.tokopedia.com/bandarbasreng/basreng-pedas-cikruh-250gr
Bandar Basreng Pedas Cikruh Keripik Bakso Gurih Pedas Kiloan - 1KG,Makanan & Minuman,Bandar Basreng,Tangerang,Tangerang,Banten,100000,0.0,15,3,5.0,https://www.tokopedia.com/bandarbasreng/basreng-pedas-cikruh-1kg
1KG BASRENG PEDAS DAUN JERUK,Makanan & Minuman,Toko Basreng-s.e,Kota Sukabumi,Sukabumi,Jawa Barat,55000,0.0,1,1,5.0,https://www.tokopedia.com/basreng-se/1kg-basreng-pedas-daun-jeruk
SAJODO SNACK - BASRENG PEDAS DAUN JERUK VIRAL [ETALASE BARU],Makanan & Minuman,Sajodo Official Store,Kota Tasikmalaya,Tasikmalaya,Jawa Barat,45000,0.0,10000,100,4.8,https://www.tokopedia.com/sajodo-official/sajodo-snack-basreng-pedas-daun-jeruk-viral
Basreng Pedas Daun Jeruk 500 gram (Marenta),Makanan & Minuman,Marenta Official Store,Kota Cimahi,Cimahi,Jawa Barat,30250,33.0,500,50,4.8,https://www.tokopedia.com/marentaofficial/basreng-pedas-daun-jeruk-500-gram
Basreng Koin Tipis 250g Cikruh Pedas Daun Jeruk,Makanan & Minuman,TercidukFood Official Store,Bandung,Bandung,Jawa Barat,13068,0.0,2500,200,4.7,https://www.tokopedia.com/tercidukfood/basreng-koin-tipis-250g-cikruh-pedas-daun-jeruk
Basreng 1 kg viral sultan Rasa original daun jeruk,Makanan & Minuman,BasrengQ,Kab. Sidoarjo,Sidoarjo,Jawa Timur,57000,0.0,1,0,,https://www.tokopedia.com/basrengq/basreng-1-kg-viral-sultan-rasa-original-daun-jeruk
Basrang 500 g Viral sultan PEDAS DAUN JERUK,Lainnya,BasrengQ,Kab. Sidoarjo,Sidoarjo,Jawa Timur,31000,0.0,1,0,,https://www.tokopedia.com/basrengq/basrang-500-g-viral-sultan-pedas-daun-jeruk
Basreng 500g ORIGINAL DAUN JERUK,Makanan & Minuman,BasrengQ,Kab. Sidoarjo,Sidoarjo,Jawa Timur,30000,0.0,2,0,,https://www.tokopedia.com/basrengq/basreng-500g-original-daun-jeruk
BASRENG PEDAS DAUN JERUK / BASO GORENG / BASRENG IKAN FILLET - 100GR,Makanan & Minuman,Elwandaid,Kota Bekasi,Bekasi,Jawa Barat,10500,0.0,7,5,5.0,https://www.tokopedia.com/elwandaid/basreng-pedas-daun-jeruk-baso-goreng-basreng-ikan-fillet-100gr
Basreng Stik PEDAS Daun Jeruk 1 kg Bisa Di MIXS,Makanan & Minuman,Dr.osler Official Store,Bandung,Bandung,Jawa Barat,33999,0.0,1000,500,4.9,https://www.tokopedia.com/drosler/basreng-stik-pedas-daun-jeruk-1kg
BASRENG 500 gram / 500gram PEDAS DAUN JERUK Basreng Original,Makanan & Minuman,Official Store,Indonesia,,,31000,0.0,2000,1211,4.8,https://www.tokopedia.com/search?q=basreng+500gr+pedas+daun+jeruk
Sajodo Basreng Pedas Daun Jeruk 1kg,Makanan & Minuman,Sajodo Snack,Bandung,Bandung,Jawa Barat,69500,0.0,10000,43,4.9,https://www.tokopedia.com/sajodosnack/sajodo-basreng-pedas-daun-jeruk-1kg
Macaroni Cuck Basreng Pedas Daun Jeruk 80 gr,Makanan & Minuman,Macaroni Cuck,Indonesia,,,8000,0.0,15000,59,4.7,https://www.tokopedia.com/macaronicuck/basreng-pedas-daun-jeruk-80gr
basreng pedas daun jeruk 100gr,Makanan & Minuman,Doljajan,Kota Semarang,Semarang,Jawa Tengah,12000,0.0,50,10,5.0,https://www.tokopedia.com/doljajan/basreng-pedas-daun-jeruk-100gr
GELI CHIPS BASRENG GURIH DAUN JERUK 65GR,Makanan & Minuman,Geli Chips Official,Jakarta,Jakarta,DKI Jakarta,17000,0.0,100,20,5.0,https://www.tokopedia.com/search?q=geli+chips+basreng+65gr
Basreng Premium Mangade Pedas Daun Jeruk 500gram,Makanan & Minuman,Mang Ade Snack,Indonesia,,,35000,0.0,500,30,4.8,https://www.tokopedia.com/search?q=basreng+mang+ade+500g
Basreng Pedas Daun Jeruk 1 Kg JSR SNACK,Makanan & Minuman,JSR SNACK,Indonesia,,,48999,5.0,100,15,4.9,https://www.tokopedia.com/jsrsnack/basreng-pedas-daun-jeruk-1kg
GEHEL BASRENG 1 KG (Edisi Terbatas),Makanan & Minuman,Gehel Food,Indonesia,,,64598,0.0,1000,25,4.9,https://www.tokopedia.com/gehelfood/gehel-basreng-1kg
BASRENG CIAMIK GEHEL 1 KG,Makanan & Minuman,Gehel Food,Indonesia,,,69348,0.0,500,12,5.0,https://www.tokopedia.com/gehelfood/basreng-ciamik-1kg
basreng viral ORIGINAL asin gurih daun jeruk 1 kg (kukarasa snack),Makanan & Minuman,Kukarasa Snack,Indonesia,,,39500,10.0,200,18,4.8,https://www.tokopedia.com/kukarasasnack/basreng-viral-original-1kg
Basreng Rasa Pedas Jayasnack,Makanan & Minuman,Jayasnack,Kota Yogyakarta,Yogyakarta,DI Yogyakarta,40000,0.0,17,5,5.0,https://www.tokopedia.com/jayasnack/basreng-rasa-pedas
Basreng Bu Tjitro 1925 Original,Makanan & Minuman,Bu Tjitro 1925,Kota Yogyakarta,Yogyakarta,DI Yogyakarta,30000,0.0,30,8,5.0,https://www.tokopedia.com/butjitro/basreng-original
BASRENG PEDAS DAUN JERUK 500gr,Makanan & Minuman,SnequSnack,Kota Tangerang,Tangerang,Banten,28000,20.0,100,21,4.8,https://www.tokopedia.com/snequsnack/basreng-pedas-daun-jeruk-500gr
BASRENG PEDAS DAUN JERUK 250gr,Makanan & Minuman,SnequSnack,Kota Tangerang,Tangerang,Banten,18000,40.0,100,0,4.7,https://www.tokopedia.com/snequsnack/basreng-pedas-daun-jeruk-250gr
BASRENG PEDAS DAUN JERUK 1 KG,Makanan & Minuman,SnequSnack,Kota Tangerang,Tangerang,Banten,45000,10.0,100,0,4.8,https://www.tokopedia.com/snequsnack/basreng-pedas-daun-jeruk-1-kg
Basreng 1Kg Gratis 1,Makanan & Minuman,Tokopedia Seller,Jakarta Timur,Jakarta,DKI Jakarta,14950,0.0,0,43,5.0,https://www.tokopedia.com/find/basreng-1kg-gratis-1
Basreng pedas murah 1kg - pedas LV 1/2,Makanan & Minuman,Markas Makaroni,Kab. Bandung,Bandung,Jawa Barat,52800,27.0,750,72,5.0,https://www.tokopedia.com/markasmakaroni/basreng-pedas-murah-1kg-pedas-lv-1-2
PAKET HEMAT basreng pedas daun jeruk 500gr+ basreng original 500gr,Makanan & Minuman,diseblakanid,Kab. Bandung,Bandung,Jawa Barat,44988,40.0,4000,256,4.9,https://www.tokopedia.com/diseblakanid/paket-hemat-basreng-pedas-daun-jeruk-500gr-basreng-original-500gr
BASRENG PEDAS DAUN JERUK 1 BAL ISI 2 KG PROMO HARGA TERMURAH,Makanan & Minuman,Oyun Kriukzz,Jakarta Barat,Jakarta,DKI Jakarta,124200,11.0,3,1,5.0,https://www.tokopedia.com/oyunkriukzz/basreng-pedas-daun-jeruk-1-bal-isi-2-kg-promo-harga-termurah
Promo Beli 2 Gratis 2 Basreng Crispy 1 KG Rasa Original 250gr Pedas 250gr,Makanan & Minuman,NYONYA KRIUK,Kab. Bandung,Bandung,Jawa Barat,43000,46.0,2,0,5.0,https://www.tokopedia.com/nyonyakriuk/promo-beli-2-gratis-2-basreng-crispy-1-kg
Bakso Snack Basreng Pedas Daun Jeruk Isi 1 KG Renyah Gurih,Makanan & Minuman,Tokopedia Seller,Kab. Bandung,Bandung,Jawa Barat,36900,18.0,1,0,5.0,https://www.tokopedia.com/search?q=basreng+1kg+pedas
PROMO 2 (BASRENG 1 KG + SOES 250 GR),Makanan & Minuman,Tokopedia Seller,Kab. Cianjur,Cianjur,Jawa Barat,75000,4.0,500,0,4.8,https://www.tokopedia.com/search?q=promo+basreng+1kg
PROMO BASRENG EXTRA PEDAS 1 KG FREE BONUS,Makanan & Minuman,Tokopedia Seller,Kab. Cianjur,Cianjur,Jawa Barat,65000,0.0,1000,0,4.7,https://www.tokopedia.com/search?q=promo+basreng+extra+pedas
Keripik Basreng Original DaunJeruk 1kg,Makanan & Minuman,Toko Basreng Cicilan,Kab. Subang,Subang,Jawa Barat,55000,0.0,0,0,,https://www.tokopedia.com/basreng-cicilan/keripik-basreng-original-daun-jeruk-1kg
Keripik Basreng Pedas Daun Jeruk 250gram,Makanan & Minuman,Toko Basreng Cicilan,Kab. Subang,Subang,Jawa Barat,20000,0.0,0,0,,https://www.tokopedia.com/basreng-cicilan/keripik-basreng-pedas-daun-jeruk-250gram
Kripik Basreng Cicilan Original Daun Jeruk Kemasan 50gram,Makanan & Minuman,Toko Basreng Cicilan,Kab. Subang,Subang,Jawa Barat,4000,0.0,0,0,,https://www.tokopedia.com/basreng-cicilan/kripik-basreng-50gram
Keripik Basreng Pedas Sedang Daun Jeruk 1kg,Makanan & Minuman,Toko Basreng Cicilan,Kab. Subang,Subang,Jawa Barat,65000,0.0,0,0,,https://www.tokopedia.com/basreng-cicilan/keripik-basreng-pedas-sedang-1kg
Basreng Stik Daun Jeruk Original,Makanan & Minuman,Tokopedia Seller,Jakarta Timur,Jakarta,DKI Jakarta,16965,13.0,100,0,4.9,https://www.tokopedia.com/search?q=basreng+original+daun+jeruk
Keripik Basreng Stik dan Coin Cikruh Original dan Pedas - 1 pack isi 25 pcs,Makanan & Minuman,Tokopedia Seller,Kab. Sidoarjo,Sidoarjo,Jawa Timur,25675,5.0,8,0,5.0,https://www.tokopedia.com/search?q=keripik+basreng+stik+coin
Basreng Stik 1kg Original Basreng Daun Jeruk Gurih Asin Bakso Ikan Snack Food Cemilan,Makanan & Minuman,Toko di Kab. Sukoharjo,Kab. Sukoharjo,Sukoharjo,Jawa Tengah,34000,16.0,100,0,5.0,https://www.tokopedia.com/search?st=product&q=Basreng%201kg
Basreng Original Daun Jeruk Gurih dan Renyah 1 KG Spices Rempah,Makanan & Minuman,Spices Rempah,Unknown,,,49000,0.0,0,0,,https://www.tokopedia.com/search?q=Basreng%201%20Kg%20Original
Flash Sale Basreng Original Daun Jeruk 500 Gram Cemilan Basreng Viral Sarasa Snack And Food,Makanan & Minuman,Sarasa Snack And Food,Kab. Ciamis,Ciamis,Jawa Barat,27000,52.0,50,0,5.0,https://www.tokopedia.com/search?q=Basreng%20500%20Murah
Basreng Rasa BBQ Jayasnack | Oleh-oleh Khas Jogja,Makanan & Minuman,Bakpia Pathok 25,Jogja,Yogyakarta,DI Yogyakarta,42000,0.0,8,0,5.0,https://www.tokopedia.com/search?q=Basreng%20Harga%20Termurah
Basreng Original,Makanan & Minuman,Foodyhomemade,Jakarta Selatan,Jakarta,DKI Jakarta,22000,0.0,1,1,5.0,https://www.tokopedia.com/foodyhomemade/basreng-original
Basreng Original 150gr,Makanan & Minuman,Toko di Kota Tangerang Selatan,Kota Tangerang Selatan,Tangerang Selatan,Banten,18000,0.0,1,0,5.0,https://www.tokopedia.com/search?q=Basreng%20Original
Boneka Bear Alila Akpol Dolls dengan Pakaian TNI AD dan Topi Hijau,"Ibu, Bayi & Mainan",KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,325000,0.0,1,0,,https://www.tokopedia.com/kampoengboneka/boneka-bear-alila-akpol-dolls
BONEKA DANI 1METER PROFESI POLISI/ABRI/PILOT/DLL,"Ibu, Bayi & Mainan",KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,385000,0.0,5,0,5.0,https://www.tokopedia.com/kampoengboneka/boneka-dani-1meter-profesi
Boneka Berbulu Keriting Microsoft Vico Solmicro 15cm,"Ibu, Bayi & Mainan",KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,35000,0.0,100,0,4.7,https://www.tokopedia.com/kampoengboneka/boneka-vico-solmicro-15cm
Boneka Vino bulu keriting Import 15cm Dolls Bear Buket Toys Hadiah,"Ibu, Bayi & Mainan",KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,20500,0.0,500,0,4.7,https://www.tokopedia.com/kampoengboneka/boneka-vino-15cm
Bonekan Bear Anggi Mini Sablon Hadiah Dolls,Lainnya,KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,15000,0.0,80,0,5.0,https://www.tokopedia.com/kampoengboneka/boneka-anggi-mini
Piala Boneka Jeco Gratis Medali Logo Custom Dolls,"Ibu, Bayi & Mainan",KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,50000,0.0,7,0,5.0,https://www.tokopedia.com/kampoengboneka/piala-boneka-jeco
Boneka Wisuda Keno Packing Mika Dolls Toys,"Ibu, Bayi & Mainan",KampoengBoneka,Jakarta Selatan,Jakarta,DKI Jakarta,70000,0.0,4,0,5.0,https://www.tokopedia.com/kampoengboneka/boneka-wisuda-keno
Boneka Pokojang royal soft crown/pokojang crown/mamypoko,"Ibu, Bayi & Mainan",MamyPoko Indonesia,Bekasi,Bekasi,Jawa Barat,69900,0.0,10,0,5.0,https://www.tokopedia.com/mamypoko-id/pokojang-royal-soft-crown
Boneka Pokojang Limited Edition Mamypoko,"Ibu, Bayi & Mainan",MamyPoko Indonesia,Bekasi,Bekasi,Jawa Barat,69900,0.0,70,0,5.0,https://www.tokopedia.com/mamypoko-id/pokojang-limited-edition
Boneka Pikachu Jumbo / Boneka Lembut dan Lucu Doll Hadiah,"Ibu, Bayi & Mainan",Toko Boneka Ceria,Kota Tangerang Selatan,Tangerang Selatan,Banten,47500,5.0,750,0,4.7,https://www.tokopedia.com/p/mainanhobi/boneka-pikachu-jumbo
Boneka Beruang Super Jumbo 150 cm Mainan Anak,"Ibu, Bayi & Mainan",Pusat Boneka Bandung,Bandung,Bandung,Jawa Barat,450000,0.0,3,0,5.0,https://www.tokopedia.com/p/mainanhobi/boneka-beruang-150cm
Noelle Balon Snowman Jumbo 150 Cm Boneka Salju Santa,"Ibu, Bayi & Mainan",Toys Kingdom Official,Surabaya,Surabaya,Jawa Timur,2499900,0.0,2,0,5.0,https://www.tokopedia.com/toys-kingdom/noelle-balon-snowman
Boneka Guling Karakter Ayam Dan Bebek Piyo Jumbo 100 150 Cm,"Ibu, Bayi & Mainan",Toko Boneka Bekasi,Bekasi,Bekasi,Jawa Barat,45000,50.0,0,0,,https://www.tokopedia.com/p/mainanhobi/boneka-guling-piyo
Boneka ULAR JUMBO Panjang 150 CM Anak Hadiah,"Ibu, Bayi & Mainan",Snake Doll Shop,Kab. Purbalingga,Purbalingga,Jawa Tengah,61750,5.0,30,0,,https://www.tokopedia.com/p/mainanhobi/boneka-ular-jumbo
SPRINGHOUSE UGLY AND CUTE All List BLIND BOX,Lainnya,SPRING HOUSE ID,Indonesia,,,68000,50.0,40,0,5.0,https://www.tokopedia.com/springhouse/blind-box-boneka
KADO SOEVENIR BONEKA KAMBING FU YENPAO BONEKA HOKI,"Ibu, Bayi & Mainan",MadisonShop,Jakarta,Jakarta,DKI Jakarta,85000,0.0,3,0,5.0,https://www.tokopedia.com/madisonshop/boneka-kambing-fu-yenpao
DEKORASI NATAL BONEKA NUTCRAKER HIASAN NUTCRACKER JUMBO,"Ibu, Bayi & Mainan",Xmas Decor Shop,Indonesia,,,145000,0.0,0,0,5.0,https://www.tokopedia.com/p/mainanhobi/boneka-nutcracker
Boneka Gajah Pake Baju Ukuran 40 cm Dolls Toys,"Ibu, Bayi & Mainan",Delisha Boneka01,Kota Bekasi,Bekasi,Jawa Barat,80000,0.0,1000,165,4.7,https://www.tokopedia.com/delisha-boneka/boneka-gajah-baju-40cm
Boneka Teddy Bear Jumbo - 150 cm - Cream,"Ibu, Bayi & Mainan",Toko Boneka Manado,Manado,Manado,Sulawesi Utara,595000,0.0,1,0,,https://www.tokopedia.com/p/mainanhobi/teddy-bear-150cm-cream
Ular tangga jumbo 150cm x 150 cm bonus boneka dadu,"Ibu, Bayi & Mainan",Mainan Edukasi Pati,Kab. Pati,Pati,Jawa Tengah,98000,0.0,0,0,,https://www.tokopedia.com/p/mainanhobi/ular-tangga-jumbo
Pokojang super hero/pokojang kacamata/boneka pokojang,"Ibu, Bayi & Mainan",MamyPoko Indonesia,Bekasi,Bekasi,Jawa Barat,69900,0.0,4,0,5.0,https://www.tokopedia.com/mamypoko-id/pokojang-super-hero
Boneka Pokojang Tempura Mainan Anak,"Ibu, Bayi & Mainan",Baby Shop Medan,Medan,Medan,Sumatera Utara,50000,0.0,1,0,,https://www.tokopedia.com/p/mainanhobi/pokojang-tempura
Tas Mamypoko Pokojang Murah Toy Bin Tempat Penyimpanan,"Ibu, Bayi & Mainan",MamyPoko Surabaya,Surabaya,Surabaya,Jawa Timur,20000,0.0,0,0,,https://www.tokopedia.com/p/mainanhobi/toybin-pokojang
Boneka Marsupilami Guling Karakter Mini (SNI),"Ibu, Bayi & Mainan",Pusat Supplier Boneka,Kab. Tangerang,Tangerang,Banten,77000,0.0,0,0,,https://www.tokopedia.com/p/mainanhobi/boneka-marsupilami-guling
CO Live Boneka 50k - Boneka Medina,"Ibu, Bayi & Mainan",Boneka_Medina,Kab. Badung,Badung,Bali,50000,0.0,5,8,5.0,https://www.tokopedia.com/boneka-medina/live-boneka-50k
Barbie Basic Doll with Purple-print Dress Doll - Mainan Boneka Anak Perempuan,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,104900,0.0,9,9,5.0,https://www.tokopedia.com/barbie/barbie-basic-doll-with-purple-print-dress-doll
Barbie Fashionistas Doll with Down Syndrome - Mainan Boneka Anak,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,143910,10.0,40,40,5.0,https://www.tokopedia.com/barbie/barbie-fashionistas-doll-with-down-syndrome
Barbie Dream Pouch Special Pack (Random) - Mainan Boneka Anak Perempuan,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,90155,5.0,250,250,5.0,https://www.tokopedia.com/barbie/barbie-dream-pouch-special-pack-random
[CLEARANCE SALE 12.12] Barbie Bag Gifting Set New Co-pack - Mainan Boneka Anak Perempuan,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,287910,10.0,70,70,5.0,https://www.tokopedia.com/barbie/barbie-bag-gifting-set-new-co-pack
Barbie Chelsea Pop Reveal Shakes Series Doll - Mainan Boneka Anak Perempuan,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,209900,0.0,2,2,5.0,https://www.tokopedia.com/barbie/barbie-chelsea-pop-reveal-shakes-series-doll
Barbie Dance And Flutter Doll With 2-In-1 Transformation - Mainan Boneka Anak Perempuan,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,639900,0.0,8,8,5.0,https://www.tokopedia.com/barbie/barbie-dance-and-flutter-doll-with-2-in-1-transformation
Barbie Fashionista Doll Asst Fbr37 Mainan Anak Boneka Barbie,"Ibu, Bayi & Mainan",Toys City,Jakarta,Jakarta,DKI Jakarta,149900,0.0,1,1,5.0,https://www.tokopedia.com/toyscity/barbie-fashionista-doll-asst-fbr37
Barbie Dreamtopia Purple with Butterfly Skirt - Mainan Boneka Anak,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,143910,10.0,3,3,5.0,https://www.tokopedia.com/barbie/barbie-dreamtopia-purple-with-butterfly-skirt
Barbie Fashionistas Doll with Brown Hair in Bun - Mainan Boneka Anak,"Ibu, Bayi & Mainan",Barbie Indonesia,Jakarta,Jakarta,DKI Jakarta,159900,0.0,19,19,5.0,https://www.tokopedia.com/barbie/barbie-fashionistas-doll-with-brown-hair-in-bun
Mainan Emco Cotton Candy Cones Mainan Boneka Charm,"Ibu, Bayi & Mainan",Toys City,Jakarta,Jakarta,DKI Jakarta,79900,0.0,1,1,5.0,https://www.tokopedia.com/toyscity/mainan-emco-cotton-candy-cones-mainan-boneka-charm
