nama_produk,kategori,nama_toko,lokasi_toko,kota,provinsi,harga,diskon,terjual,jumlah_ulasan,rating,url
"Kresek PP (bening, tebal) ukuran 24x42 cm",Rumah Tangga,Oyey Plastik,Kota Surabaya,Surabaya,Jawa Timur,27000,0.0,500,93,5.0,https://www.tokopedia.com/oyey-plastik/kresek-pp-bening-tebal-ukuran-24x42-cm
Kresek/kantong plastik sampah hitam ukuran 80x100 cm isi 20,Rumah Tangga,Oyey Plastik,Kota Surabaya,Surabaya,Jawa Timur,26000,0.0,100,93,5.0,https://www.tokopedia.com/oyey-plastik/kresek-kantong-plastik-sampah-hitam-ukuran-80x100-cm-isi-20
Kantong Plastik HD Murah Aneka Warna 250gr / Kresek 15 19 24 29 35 40,Rumah Tangga,Bestdeal99,Kab. Bandung,Bandung,Jawa Barat,9399,0.0,10000,10000,5.0,https://www.tokopedia.com/bestdeal99/kantong-plastik-hd-murah-aneka-warna-250gr-kresek-15-19-24-29-35-40
Kantong Plastik Kresek PE 10 Bening Transparan Tebal isi 100 lembar,Rumah Tangga,Bestdeal99,Jakarta Barat,Jakarta,DKI Jakarta,19000,0.0,4000,4000,5.0,https://www.tokopedia.com/bestdeal99/kantong-plastik-kresek-pe-10-bening-transparan-tebal-isi-100-lembar
Kantong Plastik Pink Oscar 30 x 55 / Plastik Hd Pink isi +/- 40 Lbr,Rumah Tangga,Bestdeal99,Jakarta Barat,Jakarta,DKI Jakarta,10500,0.0,1000,1000,4.9,https://www.tokopedia.com/bestdeal99/kantong-plastik-pink-oscar-30-x-55-plastik-hd-pink-isi-40-lbr
Kantong Plastik Tioco Merah hitam putih uk 28 kresek tioco,Rumah Tangga,Bestdeal99,Jakarta Barat,Jakarta,DKI Jakarta,9350,0.0,750,750,4.8,https://www.tokopedia.com/bestdeal99/kantong-plastik-tioco-merah-hitam-putih-uk-28-kresek-tioco
Kantong plastik kresek PE PEX bening Merk bawang,Rumah Tangga,Bestdeal99,Jakarta Barat,Jakarta,DKI Jakarta,9470,0.0,10000,10000,4.9,https://www.tokopedia.com/bestdeal99/kantong-plastik-kresek-pe-pex-bening-merk-bawang
Kantong Plastik Kresek PE 40 + Bening Transparan Tebal isi 25 lembar,Rumah Tangga,Bestdeal99,Jakarta Barat,Jakarta,DKI Jakarta,38000,10.0,7000,7000,5.0,https://www.tokopedia.com/bestdeal99/kantong-plastik-kresek-pe-40-bening-transparan-tebal-isi-25-lembar
"Kantong Kresek Merah Tebal UK 17-24-28-35-40-50, Plastik kresek merah",Rumah Tangga,Susu Bubuk & Plastik,Jakarta Pusat,Jakarta,DKI Jakarta,14596,0.0,10000,10000,5.0,https://www.tokopedia.com/susububukplastik/kantong-kresek-merah-tebal-uk-17-24-28-35-40-50-plastik-kresek-merah
Kantong Plastik Kresek Tebal Hitam Ukuran 17 24 28 35 40 Hitam,Rumah Tangga,Bestdeal99,Jakarta Barat,Jakarta,DKI Jakarta,8500,0.0,10000,10000,4.9,https://www.tokopedia.com/bestdeal99/kantong-plastik-kresek-tebal-hitam-ukuran-17-24-28-35-40-hitam
Kompas HD Hitam (Kuning) 17 / Kantong Kresek HDPE Asoy / Plastik Kecil,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,9116,14.0,30,30,5.0,https://www.tokopedia.com/pancabudionline/kompas-hd-hitam-kuning-17-kantong-kresek-hdpe-asoy-plastik-kecil
Dayana HD Putih (BIRU) 24 / Kantong Kresek Bening /Plastik Tas Belanja,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,14104,14.0,90,90,5.0,https://www.tokopedia.com/pancabudionline/dayana-hd-putih-biru-24-kantong-kresek-bening-plastik-tas-belanja
Kantong Plastik Kresek Maleo Hitam,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,14190,14.0,15,15,5.0,https://www.tokopedia.com/pancabudionline/kantong-plastik-kresek-maleo-hitam
OTO Ekonomis HD Hitam 28 / Kantong Kresek HDPE Assoy / Plastik Besar,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,10922,14.0,250,250,4.9,https://www.tokopedia.com/pancabudionline/oto-ekonomis-hd-hitam-28-kantong-kresek-hdpe-assoy-plastik-besar
OTO HD Plastik Putih Susu 35x55 / Kantong Plastic Kresek / Tas Belanja,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,22790,14.0,50,50,5.0,https://www.tokopedia.com/pancabudionline/oto-hd-plastik-putih-susu-35x55-kantong-plastic-kresek-tas-belanja
Tunas HD TGG 24 Putih Susu (BR) / Kantong Kresek HDPE Assoy / Plastik,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,19694,14.0,100,100,5.0,https://www.tokopedia.com/pancabudionline/tunas-hd-tgg-24-putih-susu-br-kantong-kresek-hdpe-assoy-plastik
Kantong Plastik Kresek OTO Hitam,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,16168,14.0,500,500,5.0,https://www.tokopedia.com/pancabudionline/kantong-plastik-kresek-oto-hitam
Dayana HD Putih (PINK) 24 / Kantong Kresek Bening /Plastik Tas Belanja,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,14104,14.0,750,750,5.0,https://www.tokopedia.com/pancabudionline/dayana-hd-putih-pink-24-kantong-kresek-bening-plastik-tas-belanja
Kresek Anggrek Jumbo Tebal Merah 50x75x04 Kantong Plastik isi 20 GK40,Rumah Tangga,GajahKecil,Jakarta,Jakarta,DKI Jakarta,15000,0.0,77,14,5.0,https://www.tokopedia.com/gajahkecil/kresek-anggrek-jumbo-tebal-merah-50x75x04-kantong-plastik-isi-20-gk40
Kantong Plastik Kresek Putih Susu Ukuran Kecil (Ikat),Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,3010,14.0,1000,1000,5.0,https://www.tokopedia.com/pancabudionline/kantong-plastik-kresek-putih-susu-ukuran-kecil-ikat
Kantong Plastik Kresek Jeruk Garis Salur Hitam Putih,Rumah Tangga,PlastikPancaBudiOfficial,Kota Tangerang,Tangerang,Banten,8084,14.0,100,100,5.0,https://www.tokopedia.com/pancabudionline/kantong-plastik-kresek-jeruk-garis-salur-hitam-putih
M017 Grosir Kantong Kresek Satelit Dunia 28 x 48 x 02 Hitam isi 50 lbr,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,11390,31.0,90,90,5.0,https://www.tokopedia.com/grosirkresek/m017-grosir-kantong-kresek-satelit-dunia-28-x-48-x-02-hitam-isi-50-lbr
Kantong Plastik Sunrise Hitam Tebal 21 x 02 x 40 Kresek isi 50 lb GK22,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,10490,43.0,250,250,5.0,https://www.tokopedia.com/grosirkresek/kantong-plastik-sunrise-hitam-tebal-21-x-02-x-40-kresek-isi-50-lb-gk22
M041 Grosir Kantong Kresek Satelit Jumbo 50 x 75 x 04 Hitam isi 20 lbr,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,24790,51.0,250,250,5.0,https://www.tokopedia.com/grosirkresek/m041-grosir-kantong-kresek-satelit-jumbo-50-x-75-x-04-hitam-isi-20-lbr
M047 Kresek Satelit Dunia 35 x 52 x 02 Hitam isi 50 lbr Kantong Grosir,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,14190,51.0,100,100,5.0,https://www.tokopedia.com/grosirkresek/m047-kresek-satelit-dunia-35-x-52-x-02-hitam-isi-50-lbr-kantong-grosir
M052 Grosir Kresek ONYX 15 x 34 x 0125 Kuning Kantong isi 50 lembar,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,5090,29.0,250,250,5.0,https://www.tokopedia.com/grosirkresek/m052-grosir-kresek-onyx-15-x-34-x-0125-kuning-kantong-isi-50-lembar
M043 Grosir Kantong Kresek Satelit Jumbo 50 x 75 x 04 Putih isi 20 lbr,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,24790,43.0,70,70,5.0,https://www.tokopedia.com/grosirkresek/m043-grosir-kantong-kresek-satelit-jumbo-50-x-75-x-04-putih-isi-20-lbr
M044 Grosir Kantong Kresek Kilat 15 x 30 x 01 Natural isi 50 lbr Murah,Rumah Tangga,Grosir Kresek com,Kota Surabaya,Surabaya,Jawa Timur,3890,24.0,750,750,5.0,https://www.tokopedia.com/grosirkresek/m044-grosir-kantong-kresek-kilat-15-x-30-x-01-natural-isi-50-lbr-murah
Trash Bag Kresek Sampah 80x100 / Kantong Plastik Trashbag Hitam,Rumah Tangga,Toko Kresek-Kresek,Kota Surabaya,Surabaya,Jawa Timur,13557,3.0,750,750,5.0,https://www.tokopedia.com/kresek-kresek/trash-bag-kresek-sampah-80x100-kantong-plastik-trashbag-hitam
Trash Bag Kresek Sampah 30x40 / Kantong Plastik Trashbag Hitam,Rumah Tangga,Toko Kresek-Kresek,Kota Surabaya,Surabaya,Jawa Timur,4840,3.0,250,250,4.9,https://www.tokopedia.com/kresek-kresek/trash-bag-kresek-sampah-30x40-kantong-plastik-trashbag-hitam
Polymailer Plastik Packing olshop 20x34 25x40 20x40 35x50 isi 100,Lainnya,Toko Kresek-Kresek,Kota Surabaya,Surabaya,Jawa Timur,19390,3.0,3,0,,https://www.tokopedia.com/kresek-kresek/polymailer-plastik-packing-olshop-20x34-25x40-20x40-35x50-isi-100
Trash Bag Kresek Sampah 90x120 / Kantong Plastik Trashbag Hitam,Rumah Tangga,Toko Kresek-Kresek,Kota Surabaya,Surabaya,Jawa Timur,18283,3.0,500,500,4.9,https://www.tokopedia.com/kresek-kresek/trash-bag-kresek-sampah-90x120-kantong-plastik-trashbag-hitam
Trash Bag Kresek Sampah 60x80 60x100 / Kantong Plastik Trashbag Hitam,Rumah Tangga,Toko Kresek-Kresek,Kota Surabaya,Surabaya,Jawa Timur,8133,3.0,3000,3000,5.0,https://www.tokopedia.com/kresek-kresek/trash-bag-kresek-sampah-60x80-60x100-kantong-plastik-trashbag-hitam
Trash Bag Kresek Kantong Plastik Sampah 40x50 40x60 45x55 50x60,Rumah Tangga,Toko Kresek-Kresek,Kota Surabaya,Surabaya,Jawa Timur,8473,3.0,1000,1000,4.9,https://www.tokopedia.com/kresek-kresek/trash-bag-kresek-kantong-plastik-sampah-40x50-40x60-45x55-50x60
HD KANTONG KRESEK BENING ORIGINAL 15 & 24 @500 gram,Rumah Tangga,Toko Plastik Jakarta,Jakarta Barat,Jakarta,DKI Jakarta,20000,0.0,100,0,5.0,https://www.tokopedia.com/search?q=HD+KANTONG+KRESEK+BENING+ORIGINAL
Kantong Plastik HD OZ Merk Soang - Kantong Kresek Original Dan Higeinis,Rumah Tangga,Distributor Plastik Tangerang,Kab. Tangerang,Tangerang,Banten,31400,44.0,11,0,5.0,https://www.tokopedia.com/search?q=Kantong+Plastik+HD+OZ+Merk+Soang
HELIDFANDA Singlet Plastic Bag Kantong Plastik Kresek Food Grade,Rumah Tangga,Helidfanda Official Store,Indonesia,,,21140,0.0,0,0,,https://www.tokopedia.com/helidfanda
Dayana HD Putih (BIRU) 24 / Kantong Kresek Bening /Plastik Tas Belanja,Rumah Tangga,Dayana Plastik,Indonesia,,,14104,0.0,0,0,,https://www.tokopedia.com/search?q=Dayana+HD+Putih+24
Kompas HD Hitam (Kuning) 17 / Kantong Kresek HDPE Asoy / Plastik Kecil,Rumah Tangga,Kompas Official Store,Indonesia,,,9116,0.0,0,0,,https://www.tokopedia.com/search?q=Kompas+HD+Hitam+17
TAS KRESEK ORIGINAL NASA - KANTONG PLASTIK NASA,Rumah Tangga,ParamayogaTarachandra,Kab. Malang,Malang,Jawa Timur,15000,0.0,8000,10,4.9,https://www.tokopedia.com/paramayogatarachandra
HEMAT ! HARGA GROSIR ( 1PACKS /12PCS ) KOTAK PENSIL MIKA RAKIT + KANTONG PLASTIK ORIGINAL,Rumah Tangga,Study Stationery,Indonesia,,,50000,0.0,0,0,,https://www.tokopedia.com/studystationery
SAYUR PARE FRESH | Tambah Buah Sayur,Makanan & Minuman,Tambah Buah Sayur,Indonesia,,,9500,0.0,5,0,5.0,https://www.tokopedia.com/search?q=jual+sayur+fresh
Jual sayur brokoli 500gr segar,Makanan & Minuman,Sayurmayur Fresh Mart,Jakarta Barat,Jakarta,DKI Jakarta,12000,0.0,100,0,4.6,https://www.tokopedia.com/p/makanan-minuman/sayur/sayuran-segar/sayur-brokoli-500gr
sayur keciwis/kiciwis/cuciwis 500gr,Makanan & Minuman,Sayurmayur Fresh Mart,Bandung,Bandung,Jawa Barat,10000,0.0,100,0,5.0,https://www.tokopedia.com/p/makanan-minuman/sayur/sayuran-beku/sayur-keciwis-500gr
timun jepang zucchini/zukini,Lainnya,Sayurmayur Fresh Mart,Bandung,Bandung,Jawa Barat,25000,0.0,30,0,5.0,https://www.tokopedia.com/p/makanan-minuman/sayur/sayuran-segar/timun-jepang-zucchini
Okra Hijau Konvensional 200 gram Sayurbox,Lainnya,Sayurbox,Jakarta,Jakarta,DKI Jakarta,10900,0.0,500,0,4.9,https://www.tokopedia.com/sayurbox/okra-hijau-konvensional-200-gram
Selada Kriting Fresh / sayur mayur segar 500 Gram,Makanan & Minuman,Sayur Mayur Segar,Denpasar,Denpasar,Bali,47500,0.0,22,0,5.0,https://www.tokopedia.com/search?q=sayur+mayur+segar
sayur kale segar / sayur borecole segar 500 gram,Makanan & Minuman,Paksayur10,Jakarta Pusat,Jakarta,DKI Jakarta,22500,1.0,500,8,4.9,https://www.tokopedia.com/paksayur10/sayur-kale-segar-500-gram
Seledri stik/batang 500 gram,Lainnya,Paksayur10,Jakarta Pusat,Jakarta,DKI Jakarta,25000,0.0,3000,0,4.9,https://www.tokopedia.com/paksayur10/seledri-stik-batang-500-gram
Selada Lettuce Romaine 500 gr,Lainnya,Paksayur10,Jakarta Pusat,Jakarta,DKI Jakarta,13000,0.0,6000,0,4.9,https://www.tokopedia.com/paksayur10/selada-lettuce-romaine-500-gr
Kol Ungu Segar / 500 gram,Makanan & Minuman,Paksayur10,Jakarta Pusat,Jakarta,DKI Jakarta,20500,0.0,4000,0,4.9,https://www.tokopedia.com/paksayur10/kol-ungu-segar-500-gram
Brokoli 1 kg Segar,Makanan & Minuman,Paksayur10,Jakarta Pusat,Jakarta,DKI Jakarta,40000,0.0,1000,0,4.9,https://www.tokopedia.com/paksayur10/sayur-brokoli-1-kg
Sayuran Seledri stick import termurah,Makanan & Minuman,Doyan Daging Store,Jakarta Selatan,Jakarta,DKI Jakarta,13860,1.0,2000,0,4.9,https://www.tokopedia.com/search?q=sayur+seledri+import
brokoli organik 500 Gram,Lainnya,Jakarta Timur Sayur,Jakarta Timur,Jakarta,DKI Jakarta,42000,0.0,5000,0,4.9,https://www.tokopedia.com/search?q=brokoli+organik
Belanja Sayur - Kentang Dieng (500gr),Makanan & Minuman,BelanjaSayur,Jakarta Barat,Jakarta,DKI Jakarta,11000,0.0,512,140,5.0,https://www.tokopedia.com/belanjasayur
Pakchoy / Pakcoy - Bakoel Sayur Online,Makanan & Minuman,Bakoel Sayur Online,Jakarta,Jakarta,DKI Jakarta,2900,0.0,4900,1000,4.9,https://www.tokopedia.com/bakoelsayuronline
SAWI PUTIH FRESH | Tambah Buah Sayur,Makanan & Minuman,Tambah Buah Sayur,Jakarta,Jakarta,DKI Jakarta,29000,0.0,250,1362,5.0,https://www.tokopedia.com/tambah-buah-sayur
BAWANG MERAH [100g] BERSIH SEGAR,Makanan & Minuman,Sayur Segar Official Store,Indonesia,,,9200,0.0,4800,1000,5.0,https://www.tokopedia.com/sayursegarofficial
Daun Kelor Segar Sayuran Murah,Makanan & Minuman,Aneka Sayuran Segar,Jakarta Utara,Jakarta,DKI Jakarta,5635,2.0,4900,200,4.9,https://www.tokopedia.com/anekasayuransegar
Wortel impor 500gr,Lainnya,Sayur Segar_Pasming,Jakarta Selatan,Jakarta,DKI Jakarta,13000,0.0,13,8,4.6,https://www.tokopedia.com/sayursegarpasming
SayurHD Sayur Fumak Siomak Fresh Segar 250 Gram,Makanan & Minuman,Sayur Home Delivery,Jakarta Utara,Jakarta,DKI Jakarta,10500,0.0,15,10,5.0,https://www.tokopedia.com/sayurhomedelivery
Bayam 1 iket fresh,Lainnya,Sayur Rumahan Fresh,Jakarta Barat,Jakarta,DKI Jakarta,5950,0.0,1,5,5.0,https://www.tokopedia.com/sayurrumahanfresh
DKMART EXPRESS Sayur Kangkung Segar Ikat Fresh,Makanan & Minuman,DKMART EXPRESS,Semarang,Semarang,Jawa Tengah,5500,0.0,20,10,4.8,https://www.tokopedia.com/dkmart-express
Bayam Hijau satu ikat,Lainnya,Sayur Murah,Indonesia,,,1000,0.0,1000,100,4.8,https://www.tokopedia.com/search?q=bayam
Sawi Hijau Conventional 250 gram Sayurbox,Lainnya,Sayurbox,Kab. Bogor,Bogor,Jawa Barat,7500,0.0,8000,8000,4.9,https://www.tokopedia.com/sayurbox
Cabe Keriting Merah 50g,Lainnya,RZTSHOP86,Kota Bandung,Bandung,Jawa Barat,4800,0.0,9000,9000,5.0,https://www.tokopedia.com/rztshop86
Cedea Crabstick 1kg,Lainnya,Toko Nalisma,Kota Administrasi Jakarta Selatan,Jakarta,DKI Jakarta,56500,0.0,6000,6000,5.0,https://www.tokopedia.com/nalisma
Kentang Goreng Aviko Shoestring 2.5kg,Lainnya,Toko Kuliner Jakbar,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,61500,0.0,10000,10000,5.0,https://www.tokopedia.com/kulinerjakbar
CEDEA Steamboat Set Tom Yum | Paket Hot Pot Kuah Tomyum - 300 gr,Rumah Tangga,Hijrahfood Meatshop,Kota Administrasi Jakarta Timur,Jakarta,DKI Jakarta,28500,0.0,7000,7000,5.0,https://www.tokopedia.com/hijrahfood
Saos tomat delmonte kemasan 1kg,Lainnya,Dailyneed88,Kota Administrasi Jakarta Barat,Jakarta,DKI Jakarta,20300,0.0,10000,10000,5.0,https://www.tokopedia.com/dailyneed88
SAYUR BROKOLI HIJAU TERLARIS SEGAR BERKUALITAS,Makanan & Minuman,Sayur Buah Pedia,Kota Surabaya,Surabaya,Jawa Timur,35000,0.0,50,50,4.9,https://www.tokopedia.com/sayurbuahpedia
Sayur Paket Lengkap / Sayur Segar Fresh / Sayuran Lengkap - bayam,Makanan & Minuman,Mimin Barokah11,Kota Tangerang Selatan,Tangerang Selatan,Banten,4900,0.0,20,2,5.0,https://www.tokopedia.com/miminbarokah11
JAMUR CHAMPIGNON 250 GRAM,Makanan & Minuman,Nyayuronline,Kota Administrasi Jakarta Utara,Jakarta,DKI Jakarta,17500,0.0,1000,1000,4.9,https://www.tokopedia.com/nyayuronline
Terlaris Benih Kangkung 1 Kg SUPER MURAH Cap Permata Baru,Rumah Tangga,Bibit Sayuran,Kab. Bogor,Bogor,Jawa Barat,35750,0.0,10000,10000,4.8,https://www.tokopedia.com/bibitsayuran
INFARM - Benih Bayam Greenspinach Sayur Segar,Makanan & Minuman,Infarm,Kota Bandung,Bandung,Jawa Barat,11400,53.0,100,100,4.6,https://www.tokopedia.com/infarm
Tahu Coklat,Makanan & Minuman,Sayur Mayur Segar Indonesia,Indonesia,,,1000,0.0,4900,4900,4.9,https://www.tokopedia.com/sayurmayursegarindonesia
bumbu racik sayur asem 1 bungkus,Makanan & Minuman,toko sayur mayur segar,Kota Palembang,Palembang,Sumatera Selatan,3000,0.0,0,0,,https://www.tokopedia.com/tokosayurmayursegar
POKCOY FRESH | Tambah Buah Sayur - 100% Fresh & Halal Indonesia,Makanan & Minuman,Tambah Buah Sayur,Indonesia,,,8999,0.0,100,100,4.8,https://www.tokopedia.com/p/makanan-minuman/bahan-masakan/sayur-segar
BAWANG MERAH [100g] BERSIH SEGAR,Makanan & Minuman,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,9200,0.0,4800,481,4.8,https://www.tokopedia.com/sayursegarofficial/bawang-merah-100g-bersih-segar
BAWANG PUTIH [100g] SIAP MASAK,Lainnya,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,7900,0.0,4900,491,4.9,https://www.tokopedia.com/sayursegarofficial/bawang-putih-100g-siap-masak
TEMPE [300g] FRESH SIAP MASAK,Lainnya,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,8470,0.0,4800,481,4.8,https://www.tokopedia.com/sayursegarofficial/tempe-300g-fresh-siap-masak
ROYCO BUMBU KALDU RASA SAPI [9g] SACHET Sayur Soup,Makanan & Minuman,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,1000,0.0,500,50,5.0,https://www.tokopedia.com/sayursegarofficial/royco-sapi-9g
KUBIS / KOL SAYUR [±500g] FRESH,Makanan & Minuman,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,9790,0.0,4900,492,4.9,https://www.tokopedia.com/sayursegarofficial/kubis-kol-500g
Aneka Jamur Tiram / Jamur Kancing / Jamur Kuping [250g],Makanan & Minuman,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,10345,0.0,30,3,5.0,https://www.tokopedia.com/sayursegarofficial/aneka-jamur-250g
Tahu Sutra Premium [10Pcs] Tekstur Lembut,Lainnya,Sayur Segar,Jakarta,Jakarta,DKI Jakarta,18910,0.0,250,25,4.7,https://www.tokopedia.com/sayursegarofficial/tahu-sutra-10pcs
Alpukat Mentega Premium 1 kg Sayurbox,Makanan & Minuman,Sayurbox,Jakarta Selatan,Jakarta,DKI Jakarta,60600,0.0,1000,100,4.8,https://www.tokopedia.com/sayurbox/alpukat-mentega-premium-1kg
Sunco Minyak Goreng Pouch 1 liter,Makanan & Minuman,Sayurbox,Jakarta Selatan,Jakarta,DKI Jakarta,27200,0.0,100,10,5.0,https://www.tokopedia.com/sayurbox/sunco-1l
Sreeya Ayam Nanas Dada Boneless 200 gram,Makanan & Minuman,Sayurbox,Jakarta Selatan,Jakarta,DKI Jakarta,21500,0.0,250,25,5.0,https://www.tokopedia.com/sayurbox/sreeya-ayam-nanas
REMPAH DAUN THYME per 100gr,Makanan & Minuman,SAYUR MAYUR JOGJA,Kota Yogyakarta,Yogyakarta,DI Yogyakarta,15700,0.0,5,1,5.0,https://www.tokopedia.com/sayurmayurjogja/thyme-100gr
DAUN KETUMBAR SEGAR PER 100GR,Makanan & Minuman,SAYUR MAYUR JOGJA,Kota Yogyakarta,Yogyakarta,DI Yogyakarta,16300,0.0,250,25,4.9,https://www.tokopedia.com/sayurmayurjogja/daun-ketumbar-100gr
DAUN PANDAN TANPA BATANG FRESH per ikat 50GR,Lainnya,SAYUR MAYUR JOGJA,Kota Yogyakarta,Yogyakarta,DI Yogyakarta,4300,0.0,40,4,5.0,https://www.tokopedia.com/sayurmayurjogja/daun-pandan-50gr
SayurHD Telur Telor Ayam Negeri 1 KG,Makanan & Minuman,Sayur Home Delivery,Jakarta Utara,Jakarta,DKI Jakarta,41500,0.0,100,10,5.0,https://www.tokopedia.com/sayurhomedelivery/telur-ayam-1kg
SayurHD Tahu Susu Khas Jombang 1 Kotak (Isi 40-50 Pcs),Makanan & Minuman,Sayur Home Delivery,Jakarta Utara,Jakarta,DKI Jakarta,25000,0.0,26,3,5.0,https://www.tokopedia.com/sayurhomedelivery/tahu-susu-jombang
SayurHD Cabe Cabai Gendot Bendot 100 Gram Super Pedes,Lainnya,Sayur Home Delivery,Jakarta Utara,Jakarta,DKI Jakarta,9500,0.0,21,2,5.0,https://www.tokopedia.com/sayurhomedelivery/cabe-gendot-100g
SayurHD Ikan Patin Bumbu Kuning 1 Kotak Siap Goreng,Makanan & Minuman,Sayur Home Delivery,Jakarta Utara,Jakarta,DKI Jakarta,22500,0.0,14,1,5.0,https://www.tokopedia.com/sayurhomedelivery/ikan-patin-siap-goreng
Tahu Coklat,Makanan & Minuman,Sayur Mayur Segar Indonesia,Indonesia,,,1000,0.0,4900,493,4.9,https://www.tokopedia.com/sayurmayursegar/tahu-coklat
KUNYIT KUNING FRESH,Lainnya,Sayur Mayur Segar Indonesia,Indonesia,,,2500,0.0,100,10,5.0,https://www.tokopedia.com/sayurmayursegar/kunyit-kuning
PEAR XIANG LIE / PEAR XIANG LIE FRESH,Lainnya,Sayur Mayur Segar Indonesia,Indonesia,,,275000,0.0,500,50,4.9,https://www.tokopedia.com/sayurmayursegar/pear-xiang-lie
Tahu kuning super isi 10 pcs asli sayuran segar Bandung,Makanan & Minuman,sayuran segar Official,Kota Bandung,Bandung,Jawa Barat,10000,0.0,0,0,,https://www.tokopedia.com/sayuran-segar-official/tahu-kuning-super-bandung
Cabe rawit merah 100 gram sayuran segar fresh bandung,Makanan & Minuman,sayuran segar Official,Kota Bandung,Bandung,Jawa Barat,15890,0.0,0,0,,https://www.tokopedia.com/sayuran-segar-official/cabe-rawit-merah-100g
Buah buahan pisang cavendis supride asli 1 kg segar,Makanan & Minuman,sayuran segar Official,Kota Bandung,Bandung,Jawa Barat,25000,0.0,0,0,,https://www.tokopedia.com/sayuran-segar-official/pisang-cavendish-1kg
Kentang Dieng Sayur Segar 500gr - 1Kg Sayuran Fresh,Makanan & Minuman,Pasar Murah Jogja,Kab. Sleman,Sleman,DI Yogyakarta,11000,0.0,5,1,5.0,https://www.tokopedia.com/pasarmurahjogja/kentang-dieng-500g
Benih Sawi Samhong Express @10gr Bibit Sayur,Makanan & Minuman,Express Farm,Surabaya,Surabaya,Jawa Timur,34000,20.0,60,6,5.0,https://www.tokopedia.com/expressfarm/benih-sawi-samhong
Buah Bit Segar 500 gram - Sayur Mayur Aktif,Makanan & Minuman,Sayur Mayur Aktif,Jakarta Pusat,Jakarta,DKI Jakarta,10000,0.0,2000,200,4.9,https://www.tokopedia.com/sayurmayuraktif/buah-bit-500g
INFARM - Benih Terong Bibit Tanaman Sayur Terong Bulat,Makanan & Minuman,Infarm,Indonesia,,,11400,53.0,100,50,5.0,https://www.tokopedia.com/infarm/infarm-benih-terong-bibit-tanaman-sayur-terong-bulat
INFARM - Nutrisi Tanaman AB Mix Selada 1000 Liter,Rumah Tangga,Infarm,Indonesia,,,147191,5.0,30,15,5.0,https://www.tokopedia.com/infarm/infarm-nutrisi-tanaman-ab-mix-selada-1000-liter
INFARM - Benih Unggul Sayur Daun Sawi Pagoda isi 50 butir,Makanan & Minuman,Infarm,Indonesia,,,6650,67.0,2000,500,5.0,https://www.tokopedia.com/infarm/infarm-benih-unggul-sayur-daun-sawi-pagoda
Lettuce Head 500g / 1kg Promo Sayur Selada Bandung,Makanan & Minuman,Asih Sadulur Mart,Kota Bandung,Bandung,Jawa Barat,20800,28.0,100,10,5.0,https://www.tokopedia.com/asihsadulur/lettuce-head-500g-1kg-promo-sayur-selada-bandung
Sayur Segar Bandung Kangkung Pakcoy Bayam Sawi Brokoli Wortel Buncis,Makanan & Minuman,Asih Sadulur Mart,Kota Bandung,Bandung,Jawa Barat,4800,17.0,6000,1000,4.9,https://www.tokopedia.com/asihsadulur/sayur-segar-bandung-kangkung-pakcoy-bayam-sawi-brokoli-wortel-buncis
Kol Hijau / Ungu / Kembang Kol 500gr Promo Sayur Bandung,Makanan & Minuman,Asih Sadulur Mart,Kota Bandung,Bandung,Jawa Barat,8800,19.0,500,100,4.9,https://www.tokopedia.com/asihsadulur/kol-hijau-ungu-kembang-kol-500gr
Bandung Gosend Sayur sawi putih segar 1kg,Makanan & Minuman,Asih Sadulur Mart,Kota Bandung,Bandung,Jawa Barat,14800,35.0,250,50,4.9,https://www.tokopedia.com/asihsadulur/bandung-gosend-sayur-sawi-putih-segar-1kg
